id	property	value
142334	category	Dice
142334	category	Party Game
142334	category	Real-time
142334	family	Food & Drink: Sushi
142334	family	Misc: LongPack Games
142334	family	Theme: Food / Cooking
142334	mechanism	Dice Rolling
142334	mechanism	Push Your Luck
142334	mechanism	Set Collection
143157	type	Family Games
143157	category	Card Game
143157	family	Crowdfunding: Kickstarter
143157	family	History: The Sinking of the Titanic
143157	family	Players: Games with Solitaire Rules
143157	mechanism	Cooperative Game
143157	mechanism	Solo / Solitaire Game
143157	mechanism	Variable Player Powers
143519	type	Strategy Games
143519	category	Dice
143519	category	Fighting
143519	category	Science Fiction
143519	category	Space Exploration
143519	family	Digital Implementations: Board Game Arena
143519	mechanism	Area Majority / Influence
143519	mechanism	Dice Rolling
143519	mechanism	Grid Movement
143519	mechanism	Modular Board
143519	mechanism	Square Grid
143693	type	Strategy Games
143693	category	City Building
143693	category	Economic
143693	category	Medieval
143693	family	Country: Germany
143693	family	Game: Glass Road
143693	family	Mechanism: Tableau Building
143693	family	Players: Games with Solitaire Rules
143693	family	Series: Harvest (Uwe Rosenberg)
143693	mechanism	Enclosure
143693	mechanism	End Game Bonuses
143693	mechanism	Once-Per-Game Abilities
143693	mechanism	Open Drafting
143693	mechanism	Set Collection
143693	mechanism	Simultaneous Action Selection
143741	type	Party Games
143741	category	American West
143741	category	Bluffing
143741	category	Deduction
143741	category	Dice
143741	category	Fighting
143741	category	Party Game
143741	family	Components: Dice with Icons
143741	family	Game: BANG!
143741	family	Versions & Editions: Dice Versions of Non-Dice Games
143741	mechanism	Dice Rolling
143741	mechanism	Hidden Roles
143741	mechanism	Player Elimination
143741	mechanism	Push Your Luck
143741	mechanism	Re-rolling and Locking
143741	mechanism	Team-Based Game
144797	type	Strategy Games
144797	category	Fantasy
144797	category	Political
144797	family	Components: Miniatures
144797	family	Crowdfunding: Kickstarter
144797	family	Digital Implementations: Tabletopia
144797	family	Game: Argent – The Consortium
144797	family	Misc: LongPack Games
144797	family	Setting: World of Indines
144797	mechanism	Area Majority / Influence
144797	mechanism	Modular Board
144797	mechanism	Take That
144797	mechanism	Variable Player Powers
144797	mechanism	Worker Placement
144797	mechanism	Worker Placement, Different Worker Types
145599	type	Strategy Games
145599	type	Thematic Games
145599	category	Adventure
145599	category	Ancient
145599	category	Dice
145599	category	Fantasy
145599	category	Miniatures
145599	category	Mythology
145599	family	Country: China
145599	family	Crowdfunding: Kickstarter
145599	family	Game: Journey – Wrath of Demons
145599	mechanism	Cooperative Game
145599	mechanism	Dice Rolling
145599	mechanism	Grid Movement
145599	mechanism	Modular Board
145599	mechanism	Pick-up and Deliver
145639	type	Children's Games
145639	type	Family Games
145639	category	Action / Dexterity
145639	category	Animals
145639	category	Children's Game
145639	family	Animals: Apes / Monkeys
145639	family	Crowdfunding: Kickstarter
145639	mechanism	Push Your Luck
145639	mechanism	Take That
146021	type	Thematic Games
146021	category	Adventure
146021	category	Fantasy
146021	category	Fighting
146021	category	Horror
146021	category	Novel-based
146021	category	Travel
146021	family	Components: Standees
146021	family	Game: Eldritch Horror
146021	family	Players: Games with Solitaire Rules
146021	family	Series: Arkham Horror Files (Fantasy Flight Games)
146021	family	Theme: Cthulhu Mythos
146021	mechanism	Action Points
146021	mechanism	Cooperative Game
146021	mechanism	Dice Rolling
146021	mechanism	Point to Point Movement
146021	mechanism	Role Playing
146021	mechanism	Solo / Solitaire Game
146149	type	Party Games
146149	category	Action / Dexterity
146149	category	Children's Game
146149	category	Real-time
146149	mechanism	Pattern Building
146439	type	Wargames
146439	category	Fantasy
146439	category	Miniatures
146439	category	Wargame
146439	family	Components: Miniatures
146439	family	Creatures: Monsters
146439	family	Game: BattleLore
146439	family	Game: BattleLore (Second Edition)
146439	family	Players: Two Player Only Games
146439	family	Series: Commands & Colors
146439	mechanism	Campaign / Battle Card Driven
146439	mechanism	Command Cards
146439	mechanism	Dice Rolling
146439	mechanism	Grid Movement
146439	mechanism	Modular Board
146439	mechanism	Variable Player Powers
146816	type	Family Games
146816	category	Age of Reason
146816	family	Country: Germany
146816	family	Theme: Gardening
146816	mechanism	Hand Management
146816	mechanism	Pattern Building
146816	mechanism	Tile Placement
147020	type	Strategy Games
147020	category	Card Game
147020	category	Fighting
147020	category	Science Fiction
147020	family	Crowdfunding: Kickstarter
147020	family	Game: Star Realms
147020	family	Players: Two Player Only Games
147020	mechanism	Deck, Bag, and Pool Building
147020	mechanism	Delayed Purchase
147020	mechanism	Hand Management
147020	mechanism	Open Drafting
147020	mechanism	Take That
147151	type	Party Games
147151	category	Deduction
147151	category	Party Game
147151	family	Digital Implementations: Board Game Arena
147151	family	Mechanism: Give a Clue / Get a Clue
147151	family	Organizations: Forgenext
147151	mechanism	Communication Limits
147151	mechanism	Team-Based Game
147949	type	Party Games
147949	category	Bluffing
147949	category	Card Game
147949	category	Deduction
147949	category	Horror
147949	category	Party Game
147949	family	Creatures: Werewolves
147949	family	Crowdfunding: Kickstarter
147949	family	Game: Werewolf / Mafia
147949	family	Series: One Night (Bézier Games)
147949	mechanism	Hidden Roles
147949	mechanism	Role Playing
147949	mechanism	Roles with Asymmetric Information
147949	mechanism	Traitor Game
147949	mechanism	Variable Player Powers
147949	mechanism	Voting
148228	type	Family Games
148228	category	Card Game
148228	category	Economic
148228	category	Renaissance
148228	family	Digital Implementations: Board Game Arena
148228	family	Game: Splendor
148228	family	Mechanism: Tableau Building
148228	mechanism	Contracts
148228	mechanism	Open Drafting
148228	mechanism	Race
148228	mechanism	Set Collection
148729	type	Strategy Games
148729	type	Thematic Games
148729	category	Print & Play
148729	category	World War II
148729	family	Contests: Solitaire Print & Play
148729	family	Country: France
148729	family	Players: Games with Solitaire Rules
148729	family	Players: Solitaire Only Games
148729	mechanism	Solo / Solitaire Game
148729	mechanism	Worker Placement
148943	type	Party Games
148943	category	Bluffing
148943	category	Card Game
148943	category	Deduction
148943	category	Party Game
148943	category	Political
148943	family	Country: Guatemala
148943	family	Crowdfunding: Kickstarter
148943	family	Setting: Dystopian Universe (Indie Boards & Cards)
148943	mechanism	Memory
148943	mechanism	Player Elimination
148943	mechanism	Take That
148943	mechanism	Variable Player Powers
150145	type	Family Games
150145	category	Card Game
150145	category	Nautical
150145	category	Pirates
150145	family	Series: Royal horror card games (Schmidt Spiele)
150145	family	Theme: Pirates
150145	mechanism	Predictive Bid
150145	mechanism	Trick-taking
150485	type	Family Games
150485	category	Action / Dexterity
150485	category	Animals
150485	category	Children's Game
150485	family	Animals: Cats
150485	mechanism	Dice Rolling
150485	mechanism	Stacking and Balancing
150658	type	Family Games
150658	type	Strategy Games
150658	category	Dice
150658	category	Environmental
150658	category	Medical
150658	family	Components: Dice with Icons
150658	family	Game: Pandemic
150658	family	Versions & Editions: Dice Versions of Non-Dice Games
150658	mechanism	Cooperative Game
150658	mechanism	Dice Rolling
150658	mechanism	Hand Management
150658	mechanism	Point to Point Movement
150658	mechanism	Push Your Luck
150658	mechanism	Re-rolling and Locking
152237	type	Family Games
152237	category	Card Game
152237	family	Creatures: Zombies
152237	family	Crowdfunding: Kickstarter
152237	family	Series: Pairs Game System (Cheapass Games)
152237	family	Theme: Food / Cooking
152237	mechanism	Push Your Luck
152237	mechanism	Single Loser Game
152470	type	Strategy Games
152470	category	Medieval
152470	category	Negotiation
152470	category	Political
152470	category	Territory Building
152470	family	Components: Map (Continental / National scale)
152470	family	Country: France
152470	family	Crowdfunding: Giochistarter
152470	family	Crowdfunding: Kickstarter
152470	family	Crowdfunding: Spieleschmiede
152470	mechanism	Area Majority / Influence
152470	mechanism	Dice Rolling
152470	mechanism	Team-Based Game
152470	mechanism	Trading
152470	mechanism	Voting
154203	type	Strategy Games
154203	category	Ancient
154203	category	Card Game
154203	category	City Building
154203	category	Civilization
154203	family	Ancient: Rome
154203	family	Components: Multi-Use Cards
154203	family	Country: Egypt
154203	family	Country: Japan
154203	family	Digital Implementations: Tabletopia
154203	family	Game: Imperial Settlers
154203	mechanism	Closed Drafting
154203	mechanism	Contracts
154203	mechanism	End Game Bonuses
154203	mechanism	Hand Management
154203	mechanism	Income
154203	mechanism	Open Drafting
154458	type	Strategy Games
154458	category	Ancient
154458	category	Civilization
154458	category	Economic
154458	category	Exploration
154458	category	Transportation
154458	family	Country: Greece
154458	family	Organizations: The Game Artisans of Canada
154458	family	Players: Two Player Only Games
154458	family	Region: Aegean Sea
154458	mechanism	Action Points
154458	mechanism	Hand Management
154458	mechanism	Map Addition
154458	mechanism	Modular Board
154458	mechanism	Network and Route Building
154458	mechanism	Pick-up and Deliver
154825	type	Strategy Games
154825	category	Economic
154825	category	Industry / Manufacturing
154825	family	Country: England
154825	family	Digital Implementations: Tabletopia
154825	family	Game: Arkwright
154825	family	History: Industrial Revolution
154825	mechanism	Commodity Speculation
154825	mechanism	Investment
154825	mechanism	Simulation
154825	mechanism	Stock Holding
154825	mechanism	Variable Phase Order
154825	mechanism	Worker Placement
154906	type	Family Games
154906	type	Strategy Games
154906	category	Card Game
154906	category	Trains
154906	category	Transportation
154906	family	Components: Multi-Use Cards
154906	family	Crowdfunding: Kickstarter
154906	family	Series: Rabbit Line (Dice Hate Me Games)
154906	mechanism	Contracts
154906	mechanism	Hand Management
154906	mechanism	Set Collection
155068	type	Thematic Games
155068	category	Adventure
155068	category	Exploration
155068	category	Fantasy
155068	category	Fighting
155068	category	Miniatures
155068	family	Category: Dungeon Crawler
155068	family	Components: Miniatures
155068	family	Crowdfunding: Kickstarter
155068	family	Game: Arcadia Quest
155068	family	Mechanism: Campaign Games
155068	family	Theme: Anime / Manga
155068	mechanism	Action Retrieval
155068	mechanism	Dice Rolling
155068	mechanism	Grid Movement
155068	mechanism	Modular Board
155068	mechanism	Scenario / Mission / Campaign Game
155068	mechanism	Square Grid
155122	type	Wargames
155122	category	Card Game
155122	category	Medieval
155122	category	Print & Play
155122	category	Wargame
155122	family	Country: England
155122	family	Crowdfunding: Kickstarter
155122	family	Digital Implementations: Tabletopia
155122	family	History: Norman Conquest
155122	family	Players: Games with Solitaire Rules
155122	family	Players: Wargames with Solitaire Rules
155122	mechanism	Hand Management
155122	mechanism	Solo / Solitaire Game
155987	type	Strategy Games
155987	category	Card Game
155987	category	Fantasy
155987	category	Mythology
155987	category	Science Fiction
155987	family	Components: Gems/Crystals
155987	family	Components: Official Music Soundtrack
155987	family	Digital Implementations: Board Game Arena
155987	family	Game: Abyss (Bombyx)
155987	family	Theme: Nature
155987	family	Theme: Under the Sea
155987	mechanism	Auction/Bidding
155987	mechanism	Hand Management
155987	mechanism	Memory
155987	mechanism	Open Drafting
155987	mechanism	Push Your Luck
155987	mechanism	Set Collection
156009	type	Family Games
156009	category	Card Game
156009	category	Economic
156009	category	Nautical
156009	category	Pirates
156009	family	Country: Jamaica
156009	family	Theme: Colonial
156009	family	Theme: Tropical
156009	family	Components: Multi-Use Cards
156009	family	Digital Implementations: Yucata
156009	family	Game: Port Royal
156009	mechanism	Contracts
156009	mechanism	Open Drafting
156009	mechanism	Push Your Luck
156009	mechanism	Set Collection
156129	type	Party Games
156129	category	Bluffing
156129	category	Deduction
156129	category	Murder/Mystery
156129	category	Party Game
156129	family	Country: Hong Kong
156129	family	Crowdfunding: Kickstarter
156129	family	Game: Deception – Murder in Hong Kong
156129	family	Mechanism: Give a Clue / Get a Clue
156129	mechanism	Communication Limits
156129	mechanism	Deduction
156129	mechanism	Events
156129	mechanism	Finale Ending
156129	mechanism	Hidden Roles
156129	mechanism	Storytelling
156336	type	Family Games
156336	type	Strategy Games
156336	category	Card Game
156336	category	Exploration
156336	category	Fantasy
156336	family	Players: Games with Solitaire Rules
156336	family	Setting: Oniverse
156336	family	Theme: Dreams / Nightmares
156336	mechanism	Cooperative Game
156336	mechanism	Hand Management
156336	mechanism	Move Through Deck
156336	mechanism	Open Drafting
156336	mechanism	Set Collection
156336	mechanism	Solo / Solitaire Game
156786	type	Family Games
156786	category	Card Game
156786	category	Fantasy
156786	family	Category: Tower Defense
156786	family	Game: Castle Panic (Fireside Games)
156786	family	Game: Munchkin
156786	mechanism	Hand Management
156786	mechanism	Semi-Cooperative Game
156878	type	Family Games
156878	category	Action / Dexterity
156878	category	Party Game
156878	mechanism	Dice Rolling
156878	mechanism	Stacking and Balancing
157354	type	Strategy Games
157354	category	Arabian
157354	category	Fantasy
157354	category	Mythology
157354	family	Animals: Camels
157354	family	Components: Meeples (Animal) / Animeeples
157354	family	Game: Five Tribes
157354	family	Mythology: Arabian
157354	family	Region: Middle East
157354	mechanism	Auction/Bidding
157354	mechanism	Constrained Bidding
157354	mechanism	End Game Bonuses
157354	mechanism	Hidden Victory Points
157354	mechanism	Mancala
157354	mechanism	Modular Board
157526	type	Strategy Games
157526	category	Bluffing
157526	category	Card Game
157526	category	City Building
157526	category	Civilization
157526	category	Fantasy
157526	category	Negotiation
157526	family	Crowdfunding: Giochistarter
157526	family	Crowdfunding: Kickstarter
157526	family	Crowdfunding: Wspieram
157526	family	Digital Implementations: Tabletopia
157526	family	Mechanism: Tableau Building
157526	family	Players: Games with Solitaire Rules
157526	mechanism	Auction: Sealed Bid
157526	mechanism	Hand Management
157526	mechanism	Memory
157526	mechanism	Open Drafting
157526	mechanism	Set Collection
157526	mechanism	Tile Placement
157723	type	Party Games
157723	category	Card Game
157723	category	Humor
157723	category	Party Game
157723	family	Game: We Didn't Playtest This At All
157723	mechanism	Hand Management
157723	mechanism	Rock-Paper-Scissors
157723	mechanism	Simultaneous Action Selection
158899	type	Family Games
158899	category	American West
158899	category	Fighting
158899	category	Trains
158899	family	Components: 3-Dimensional (3D)
158899	family	Components: Wooden pieces & boards
158899	family	Digital Implementations: Board Game Arena
158899	family	Game: Colt Express
158899	family	States: New Mexico
158899	family	Theme: Mystery / Crime
158899	mechanism	Action Queue
158899	mechanism	Action Retrieval
158899	mechanism	Hand Management
158899	mechanism	Memory
158899	mechanism	Programmed Movement
158899	mechanism	Take That
159473	type	Strategy Games
159473	type	Wargames
159473	category	Wargame
159473	category	World War II
159473	family	Components: Map (Global Scale)
159473	family	Game: Quartermaster
159473	family	Region: The World
159473	mechanism	Area Majority / Influence
159473	mechanism	Campaign / Battle Card Driven
159473	mechanism	Hand Management
159473	mechanism	Team-Based Game
159508	type	Strategy Games
159508	category	Nautical
159508	category	Science Fiction
159508	family	Components: Gems/Crystals
159508	family	Crowdfunding: Kickstarter
159508	family	Occupation: Researcher / Scientist
159508	family	Theme: Robots
159508	family	Theme: Science
159508	family	Theme: Under the Sea
159508	mechanism	Area Majority / Influence
159508	mechanism	Area Movement
159508	mechanism	End Game Bonuses
159508	mechanism	Income
159508	mechanism	Modular Board
159508	mechanism	Once-Per-Game Abilities
159566	type	Children's Games
159566	category	Children's Game
159566	family	Creatures: Unicorns
159566	family	Series: Unicorn Glitterluck (HABA)
159566	mechanism	Dice Rolling
159566	mechanism	Roll / Spin and Move
159675	type	Strategy Games
159675	category	Economic
159675	category	Farming
159675	category	Industry / Manufacturing
159675	family	Animals: Cattle / Cows
159675	family	Animals: Horses
159675	family	Animals: Sheep
159675	family	Category: Combinatorial
159675	family	Components: Meeples (Animal) / Animeeples
159675	family	Components: Wooden pieces & boards
159675	mechanism	Automatic Resource Growth
159675	mechanism	Highest-Lowest Scoring
159675	mechanism	Income
159675	mechanism	Set Collection
159675	mechanism	Solo / Solitaire Game
159675	mechanism	Turn Order: Claim Action
160499	type	Family Games
160499	category	Dice
160499	category	Fighting
160499	category	Movies / TV / Radio theme
160499	category	Science Fiction
160499	family	Cities: New York (New York, USA)
160499	family	Components: Dice with Icons
160499	family	Components: Map (City Scale)
160499	family	Components: Standees
160499	family	Country: USA
160499	family	Creatures: Monsters
160499	mechanism	Area Movement
160499	mechanism	Dice Rolling
160499	mechanism	Die Icon Resolution
160499	mechanism	King of the Hill
160499	mechanism	Open Drafting
160499	mechanism	Player Elimination
160561	type	Strategy Games
160561	category	Territory Building
160561	family	Cities: Versailles (France)
160561	family	Country: France
160561	mechanism	Point to Point Movement
160561	mechanism	Rondel
160561	mechanism	Tile Placement
161417	type	Family Games
161417	category	Card Game
161417	category	Number
161417	family	Components: Multi-Use Cards
161417	family	Digital Implementations: Board Game Arena
161417	family	Digital Implementations: Yucata
161417	mechanism	Hand Management
161417	mechanism	Player Elimination
161417	mechanism	Set Collection
161417	mechanism	Variable Set-up
161527	type	Family Games
161527	category	Civilization
161527	category	Negotiation
161527	family	Ancient: Egypt
161527	family	Country: Egypt
161527	family	Game: Catan
161527	mechanism	Dice Rolling
161527	mechanism	Network and Route Building
161527	mechanism	Trading
161533	type	Strategy Games
161533	category	City Building
161533	category	Economic
161533	category	Industry / Manufacturing
161533	category	Political
161533	family	Cities: Lisbon (Portugal)
161533	family	Components: Multi-Use Cards
161533	family	Country: Portugal
161533	family	Crowdfunding: Giochistarter
161533	family	Crowdfunding: Kickstarter
161533	family	Crowdfunding: Spieleschmiede
161533	mechanism	Area Majority / Influence
161533	mechanism	Hand Management
161533	mechanism	Open Drafting
161533	mechanism	Solo / Solitaire Game
161533	mechanism	Tile Placement
161970	type	Strategy Games
161970	category	Deduction
161970	category	Fantasy
161970	family	Components: Digital Hybrid – App/Website Required
161970	family	Digital Implementations: Boiteajeux
161970	family	Theme: Alchemy
161970	mechanism	Action Drafting
161970	mechanism	Constrained Bidding
161970	mechanism	Deduction
161970	mechanism	End Game Bonuses
161970	mechanism	Events
161970	mechanism	Hand Management
162082	type	Strategy Games
162082	category	Civilization
162082	category	Mythology
162082	family	Digital Implementations: Board Game Arena
162082	family	Digital Implementations: Boiteajeux
162082	family	Mechanism: Tableau Building
162082	family	Mythology: Roman
162082	mechanism	Area Majority / Influence
162082	mechanism	End Game Bonuses
162082	mechanism	Grid Movement
162082	mechanism	Hand Management
162082	mechanism	Hexagon Grid
162082	mechanism	Modular Board
162886	type	Strategy Games
162886	category	Age of Reason
162886	category	Environmental
162886	category	Fantasy
162886	category	Fighting
162886	category	Mythology
162886	category	Renaissance
162886	family	Components: Control Boards
162886	family	Components: Map (Continental / National scale)
162886	family	Components: Miniatures
162886	family	Components: Wooden pieces & boards
162886	family	Crowdfunding: Kickstarter
162886	family	Game: Spirit Island
162886	mechanism	Action Retrieval
162886	mechanism	Area Majority / Influence
162886	mechanism	Automatic Resource Growth
162886	mechanism	Campaign / Battle Card Driven
162886	mechanism	Cooperative Game
162886	mechanism	Events
163412	type	Abstract Games
163412	type	Family Games
163412	category	Abstract Strategy
163412	category	Puzzle
163412	family	Category: Combinatorial
163412	family	Components: Polyominoes
163412	family	Digital Implementations: Board Game Arena
163412	family	Game: Patchwork
163412	family	Players: Games with expansions that add solo play
163412	family	Players: Two Player Only Games
163412	mechanism	Grid Coverage
163412	mechanism	Income
163412	mechanism	Open Drafting
163412	mechanism	Square Grid
163412	mechanism	Tile Placement
163412	mechanism	Time Track
163967	type	Strategy Games
163967	category	Dice
163967	category	Print & Play
163967	category	Science Fiction
163967	category	Space Exploration
163967	family	Components: Dice with Icons
163967	family	Crowdfunding: Kickstarter
163967	family	Game: Tiny Epic Galaxies
163967	family	Players: Games with Solitaire Rules
163967	family	Series: Tiny Epic (Gamelyn Games)
163967	mechanism	Dice Rolling
163967	mechanism	End Game Bonuses
163967	mechanism	Follow
163967	mechanism	Open Drafting
163967	mechanism	Re-rolling and Locking
163967	mechanism	Solo / Solitaire Game
165722	type	Family Games
165722	type	Party Games
165722	category	Action / Dexterity
165722	category	Real-time
165722	family	Components: Magnets
165722	family	Players: Two Player Only Games
165722	mechanism	Real-Time
166158	type	Family Games
166158	type	Thematic Games
166158	category	Card Game
166158	family	Admin: Better Description Needed!
166158	mechanism	Hand Management
166158	mechanism	Set Collection
166158	mechanism	Storytelling
166298	type	Family Games
166298	category	Educational
166298	category	Medical
166298	family	Crowdfunding: Kickstarter
166298	family	Series: Science Games (Genius Games)
166298	family	Theme: Biology
166298	family	Theme: Chemistry
166298	family	Theme: Science
166298	mechanism	Hand Management
166298	mechanism	Open Drafting
166384	type	Party Games
166384	category	Bluffing
166384	category	Deduction
166384	category	Humor
166384	category	Party Game
166384	category	Spies/Secret Agents
166384	family	Digital Implementations: Tabletopia
166384	family	Misc: No Table Needed
166384	family	Players: One versus Many
166384	mechanism	Acting
166384	mechanism	Communication Limits
166384	mechanism	Memory
166384	mechanism	Role Playing
166384	mechanism	Roles with Asymmetric Information
166384	mechanism	Targeted Clues
166571	type	Strategy Games
166571	category	City Building
166571	category	Trains
166571	category	Transportation
166571	family	Digital Implementations: Tabletopia
166571	family	Game: Tramways
166571	mechanism	Auction/Bidding
166571	mechanism	Deck, Bag, and Pool Building
166571	mechanism	Hand Management
166571	mechanism	Network and Route Building
166571	mechanism	Pick-up and Deliver
166571	mechanism	Tile Placement
167355	type	Thematic Games
167355	category	Adventure
167355	category	Horror
167355	category	Miniatures
167355	category	Science Fiction
167355	family	Category: Dungeon Crawler
167355	family	Components: Dice with Icons
167355	family	Components: Miniatures
167355	family	Components: Polyhedral (not D6) dice
167355	family	Creatures: Aliens / Extraterrestrials
167355	family	Crowdfunding: Kickstarter
167355	mechanism	Campaign / Battle Card Driven
167355	mechanism	Cooperative Game
167355	mechanism	Dice Rolling
167355	mechanism	Hidden Roles
167355	mechanism	Modular Board
167355	mechanism	Player Elimination
167791	type	Strategy Games
167791	category	Economic
167791	category	Environmental
167791	category	Industry / Manufacturing
167791	category	Science Fiction
167791	category	Space Exploration
167791	category	Territory Building
167791	family	Components: Map (Global Scale)
167791	family	Components: Multi-Use Cards
167791	family	Game: Terraforming Mars
167791	family	Mechanism: Tableau Building
167791	family	Players: Games with Solitaire Rules
167791	family	Setting: Future Timeline (Fryxgames)
167791	mechanism	Closed Drafting
167791	mechanism	Contracts
167791	mechanism	Enclosure
167791	mechanism	End Game Bonuses
167791	mechanism	Events
167791	mechanism	Hand Management
168215	type	Family Games
168215	category	Bluffing
168215	category	Card Game
168215	category	Exploration
168215	category	Fantasy
168215	family	Creatures: Dwarves & Gnomes
168215	family	Creatures: Trolls
168215	family	Game: Saboteur
168215	family	Theme: Mining
168215	family	Versions & Editions: Two-Player Versions of More-Player Games
168215	mechanism	Hand Management
168215	mechanism	Network and Route Building
168435	type	Family Games
168435	category	City Building
168435	category	Napoleonic
168435	category	Negotiation
168435	family	Crowdfunding: Kickstarter
168435	family	Digital Implementations: Tabletopia
168435	family	Players: Games with Solitaire Rules
168435	mechanism	Closed Drafting
168435	mechanism	Highest-Lowest Scoring
168435	mechanism	Set Collection
168435	mechanism	Simultaneous Action Selection
168435	mechanism	Solo / Solitaire Game
168435	mechanism	Tile Placement
169426	type	Strategy Games
169426	category	Dice
169426	category	Fantasy
169426	family	Setting: World of Ulos
169426	family	Crowdfunding: Kickstarter
169426	family	Crowdfunding: Wspieram
169426	family	Digital Implementations: Tabletopia
169426	family	Mechanism: Dice Drafting
169426	family	Misc: Self-Referential Games
169426	mechanism	Closed Drafting
169426	mechanism	Dice Rolling
169426	mechanism	Open Drafting
169426	mechanism	Role Playing
169426	mechanism	Set Collection
169426	mechanism	Variable Player Powers
169654	type	Family Games
169654	category	Dice
169654	category	Exploration
169654	category	Nautical
169654	category	Party Game
169654	family	Components: Polyhedral (not D6) dice
169654	family	Theme: Submarines
169654	family	Theme: Under the Sea
169654	mechanism	Pick-up and Deliver
169654	mechanism	Push Your Luck
169654	mechanism	Roll / Spin and Move
169786	type	Strategy Games
169786	category	Economic
169786	category	Fighting
169786	category	Miniatures
169786	category	Science Fiction
169786	category	Territory Building
169786	family	Components: Control Boards
169786	family	Components: Map (Continental / National scale)
169786	family	Components: Meeples (Black)
169786	family	Components: Meeples (Blue)
169786	family	Components: Meeples (Red)
169786	family	Components: Meeples (Yellow)
169786	mechanism	Action Drafting
169786	mechanism	Card Play Conflict Resolution
169786	mechanism	Contracts
169786	mechanism	End Game Bonuses
169786	mechanism	Force Commitment
169786	mechanism	Grid Movement
170561	type	Family Games
170561	type	Strategy Games
170561	category	Card Game
170561	category	Dice
170561	category	Fantasy
170561	family	Crowdfunding: Kickstarter
170561	family	Mechanism: Tableau Building
170561	family	Players: Games with Solitaire Rules
170561	family	Setting: Valeria
170561	mechanism	Dice Rolling
170561	mechanism	Open Drafting
170561	mechanism	Random Production
170561	mechanism	Variable Set-up
171011	type	Family Games
171011	category	Dice
171011	family	Country: Egypt
171011	family	Misc: Mensa Select
171011	mechanism	Deck, Bag, and Pool Building
171011	mechanism	Dice Rolling
171233	type	Strategy Games
171233	category	Card Game
171233	category	Fantasy
171233	family	Theme: Books / Libraries
171233	mechanism	Cooperative Game
171233	mechanism	Deck, Bag, and Pool Building
171233	mechanism	Hand Management
171233	mechanism	Player Elimination
171233	mechanism	Variable Player Powers
171623	type	Strategy Games
171623	category	Dice
171623	category	Economic
171623	category	Medieval
171623	category	Travel
171623	family	Animals: Camels
171623	family	Cities: Beijing (China)
171623	family	Cities: Samarkand (Uzbekistan)
171623	family	Cities: Venice (Veneto, Italy)
171623	family	Components: Map (Continental / National scale)
171623	family	Components: Wooden pieces & boards
171623	mechanism	Contracts
171623	mechanism	Dice Rolling
171623	mechanism	Income
171623	mechanism	Point to Point Movement
171623	mechanism	Resource to Move
171623	mechanism	Turn Order: Claim Action
171668	type	Thematic Games
171668	category	Card Game
171668	category	World War I
171668	family	Game: The Grizzled
171668	family	Players: Games with expansions that add solo play
171668	mechanism	Communication Limits
171668	mechanism	Cooperative Game
171668	mechanism	Hand Management
171668	mechanism	Move Through Deck
171668	mechanism	Push Your Luck
171668	mechanism	Variable Player Powers
172081	type	Family Games
172081	type	Thematic Games
172081	category	Exploration
172081	category	Maze
172081	category	Spies/Secret Agents
172081	family	Components: Game Box Used In Play
172081	family	Crowdfunding: Kickstarter
172081	family	Crowdfunding: Spieleschmiede
172081	family	Crowdfunding: Verkami
172081	family	Digital Implementations: Tabletopia
172081	family	Players: Games with Solitaire Rules
172081	mechanism	Action Points
172081	mechanism	Cooperative Game
172081	mechanism	Dice Rolling
172081	mechanism	Grid Movement
172081	mechanism	Map Addition
172081	mechanism	Modular Board
172225	type	Party Games
172225	category	Animals
172225	category	Card Game
172225	category	Comic Book / Strip
172225	category	Humor
172225	family	Animals: Cats
172225	family	Card Games: Matching
172225	family	Crowdfunding: Kickstarter
172225	family	Game: Exploding Kittens
172225	mechanism	Hand Management
172225	mechanism	Hot Potato
172225	mechanism	Player Elimination
172225	mechanism	Push Your Luck
172225	mechanism	Set Collection
172225	mechanism	Take That
172242	type	Party Games
172242	category	Animals
172242	category	Card Game
172242	category	Comic Book / Strip
172242	category	Humor
172242	category	Mature / Adult
172242	family	Animals: Cats
172242	family	Crowdfunding: Kickstarter
172242	family	Game: Exploding Kittens
172242	family	Versions & Editions: Adult Versions of Family-Friendly Games
172242	mechanism	Hand Management
172242	mechanism	Player Elimination
172242	mechanism	Push Your Luck
172242	mechanism	Set Collection
172242	mechanism	Take That
172507	type	Children's Games
172507	type	Family Games
172507	category	Animals
172507	category	Children's Game
172507	category	Dice
172507	family	Admin: Better Description Needed!
172507	family	Animals: Cats
172507	family	Animals: Mice
172507	family	Series: Pegasus Children's Games (Matagot)
172507	mechanism	Cooperative Game
172507	mechanism	Dice Rolling
172507	mechanism	Push Your Luck
172818	type	Thematic Games
172818	category	Adventure
172818	category	City Building
172818	category	Economic
172818	category	Exploration
172818	category	Fantasy
172818	category	Farming
172818	family	Crowdfunding: Kickstarter
172818	family	Game: Above and Below
172818	family	Mechanism: Tableau Building
172818	family	Setting: World of Arzium
172818	mechanism	Action Points
172818	mechanism	Dice Rolling
172818	mechanism	Narrative Choice / Paragraph
172818	mechanism	Set Collection
172818	mechanism	Storytelling
172818	mechanism	Trading
172931	type	Children's Games
172931	category	Children's Game
172931	category	Deduction
172931	category	Dice
172931	family	Admin: Better Description Needed!
